id,ticket,category,sub_category,entity_start,entity_end,entity_label,label
239,"Dear sir, madame, I would like to ask for a refund of my travel from Hannover to Catania booked for the 23rd of Sempteber 2015. The fligh was planned from Hannover to the Catania-Fontanarossa Airport in Catania. Could you please confirm the refund of the plane ticket?",Refund,Refund travel,47,61,date_start_absence,Refund_Refund travel
239,"Dear sir, madame, I would like to ask for a refund of my travel from Hannover to Catania booked for the 23rd of Sempteber 2015. The fligh was planned from Hannover to the Catania-Fontanarossa Airport in Catania. Could you please confirm the refund of the plane ticket?",Refund,Refund travel,141,172,complaint,Refund_Refund travel
239,"Dear sir, madame, I would like to ask for a refund of my travel from Hannover to Catania booked for the 23rd of Sempteber 2015. The fligh was planned from Hannover to the Catania-Fontanarossa Airport in Catania. Could you please confirm the refund of the plane ticket?",Refund,Refund travel,111,131,to_who,Refund_Refund travel
239,"Dear sir, madame, I would like to ask for a refund of my travel from Hannover to Catania booked for the 23rd of Sempteber 2015. The fligh was planned from Hannover to the Catania-Fontanarossa Airport in Catania. Could you please confirm the refund of the plane ticket?",Refund,Refund travel,20,60,reason_of_change,Refund_Refund travel
240,"Dear sir, madame, I would like to report a colleague who discriminated me because of my gender. Please provide my with a channel where I can share further details about what happened. Thank you.",Complaint,complaint,64,83,date,Complaint_complaint
240,"Dear sir, madame, I would like to report a colleague who discriminated me because of my gender. Please provide my with a channel where I can share further details about what happened. Thank you.",Complaint,complaint,162,172,date,Complaint_complaint
241,"To whom it may concern, I will be on a 6 months mission at Kassel, starting the beginning of next month, and I unfortunately have not managed to find accomodation. Do you have any relevant infomrmation that could help me with nthis? Or could you provide some contacts from Kassel's office that could offer me some assistance? Thanks in advance. Best regards, Imke",Ask information,Accommodation,176,186,date,Ask information_Accommodation
241,"To whom it may concern, I will be on a 6 months mission at Kassel, starting the beginning of next month, and I unfortunately have not managed to find accomodation. Do you have any relevant infomrmation that could help me with nthis? Or could you provide some contacts from Kassel's office that could offer me some assistance? Thanks in advance. Best regards, Imke",Ask information,Accommodation,40,45,location,Ask information_Accommodation
242,"Dear HR service, I would like to request a sick leave for tomorrow June 16th at least, as I broke my leg  and I will not be able to come to work tomorrow. Just to let you know, I might need to request a period to work from home, I will open another HR ticket once I get the confirmation from my doctor. Thanks! Regards, Susanne",Life event,Health issues,60,69,duration,Life event_Health issues
242,"Dear HR service, I would like to request a sick leave for tomorrow June 16th at least, as I broke my leg  and I will not be able to come to work tomorrow. Just to let you know, I might need to request a period to work from home, I will open another HR ticket once I get the confirmation from my doctor. Thanks! Regards, Susanne",Life event,Health issues,85,110,complaint,Life event_Health issues
243,"Hello, I will need to spend a month in our offices in Ontario in the coming year and I was wondering if our company provides any temporal accomodation for such situations. If not, would you please recommend any websites to go through? Also, I would like to know if it is feasible to get a flat/studio for just one month or is it recommended to get a hotel for such a short period? Best, Richard",Ask information,Accommodation,114,125,to_who,Ask information_Accommodation
243,"Hello, I will need to spend a month in our offices in Ontario in the coming year and I was wondering if our company provides any temporal accomodation for such situations. If not, would you please recommend any websites to go through? Also, I would like to know if it is feasible to get a flat/studio for just one month or is it recommended to get a hotel for such a short period? Best, Richard",Ask information,Accommodation,17,37,description_life_event,Ask information_Accommodation
244,"Dear HR department, my wife is pregnant and she is going through some health issues that constitute a high risk for the baby and for her. Therefore, I would like to request some days off to be able to assist my wife. Best, Gerlind",Life event,Personal issues,109,114,wage_gap,Life event_Personal issues
245,"Dear Sir/Madam, I recently have been discriminated in the course of work by a colleague that admitted that the reason was related to my disability. I want to specify that my disability does not interfere, in any sort, with the work activity in question here. Therefore, I would like to fill in a complaint, can you please  refer me to the process for filing complaints please? Regards, Hildegund",Complaint,complaint,186,213,airport,Complaint_complaint
245,"Dear Sir/Madam, I recently have been discriminated in the course of work by a colleague that admitted that the reason was related to my disability. I want to specify that my disability does not interfere, in any sort, with the work activity in question here. Therefore, I would like to fill in a complaint, can you please  refer me to the process for filing complaints please? Regards, Hildegund",Complaint,complaint,217,242,airport,Complaint_complaint
246,"Dear Sir/Madam, Due to an unfortunate event, I have to take some time off to take care of my sick father until he gets back on his feet. Looking at the current situation, it would be difficult to know when I will be able to come back to work, I would take one week off for now, but I might need to extend my time off later on. Thank you for your understanding. Regards, Ludmilla",Life event,Personal issues,139,154,date_travel,Life event_Personal issues
247,"Dear HR, I have been working with the company for 3 years now, through which I believe that I had shown prove of commitment and responsibility. Given my hard work, especially lately with the increasing working load on our bars, and my loyalty to the company, I would like to kindly ask you to consider a salary raise of  9% this year. I am looking forward to hear back from you. Best, Paulino",Salary,Salary raise,74,87,date_start_absence,Salary_Salary raise
248,"Dear Sir/Madam, I would like to change my working shift from Monday July 3rd to Tuesday July 11th, as I have to attend the funeral of my uncle that will take place the Monday of my shift. Please let me know if it would be possible. I appreciate your help. Regards, Amanda",Timetable change,Shift change,92,133,reason,Timetable change_Shift change
248,"Dear Sir/Madam, I would like to change my working shift from Monday July 3rd to Tuesday July 11th, as I have to attend the funeral of my uncle that will take place the Monday of my shift. Please let me know if it would be possible. I appreciate your help. Regards, Amanda",Timetable change,Shift change,42,49,number_of_days,Timetable change_Shift change
248,"Dear Sir/Madam, I would like to change my working shift from Monday July 3rd to Tuesday July 11th, as I have to attend the funeral of my uncle that will take place the Monday of my shift. Please let me know if it would be possible. I appreciate your help. Regards, Amanda",Timetable change,Shift change,154,156,increase_in_percentage,Timetable change_Shift change
249,"Dear HR service, I am contacting you to request the refund of my plane ticket. I traveled in July 10th to meet with one of our clients in Amman. My plane ticket, from Barcelona El Prat airport to Amman Queen Alia Airport, cost $546,87. I am also attaching the invoice of the plane ticket. Thank you for your assistance. Best, Faustinoi",Refund,Refund travel,179,185,salary,Refund_Refund travel
249,"Dear HR service, I am contacting you to request the refund of my plane ticket. I traveled in July 10th to meet with one of our clients in Amman. My plane ticket, from Barcelona El Prat airport to Amman Queen Alia Airport, cost $546,87. I am also attaching the invoice of the plane ticket. Thank you for your assistance. Best, Faustinoi",Refund,Refund travel,211,217,salary,Refund_Refund travel
249,"Dear HR service, I am contacting you to request the refund of my plane ticket. I traveled in July 10th to meet with one of our clients in Amman. My plane ticket, from Barcelona El Prat airport to Amman Queen Alia Airport, cost $546,87. I am also attaching the invoice of the plane ticket. Thank you for your assistance. Best, Faustinoi",Refund,Refund travel,197,199,increase_in_percentage,Refund_Refund travel
249,"Dear HR service, I am contacting you to request the refund of my plane ticket. I traveled in July 10th to meet with one of our clients in Amman. My plane ticket, from Barcelona El Prat airport to Amman Queen Alia Airport, cost $546,87. I am also attaching the invoice of the plane ticket. Thank you for your assistance. Best, Faustinoi",Refund,Refund travel,77,115,work_title,Refund_Refund travel
250,"Hello, I will have  a medical related visit on September 29th, thus I would like to take that day as a sick leave, as my visit overlaps with my working hours. Best regards, Murat",Life event,Health issues,238,249,salary,Life event_Health issues
251,"To whom it may concern, In some encounters with a few of our clients, I had some leads that made me think that one of my colleagues might be involved in bribing the clients in question, which constitutes an illegal action according to our company's policy. Can you please direct me to what I should do next to raise this issue? thanks. Regards, Brandon",Complaint,complaint,253,264,salary,Complaint_complaint
251,"To whom it may concern, In some encounters with a few of our clients, I had some leads that made me think that one of my colleagues might be involved in bribing the clients in question, which constitutes an illegal action according to our company's policy. Can you please direct me to what I should do next to raise this issue? thanks. Regards, Brandon",Complaint,complaint,163,205,complaint,Complaint_complaint
252,"Dear HR department, I need to take my father to the hospital on Thursday March 15th which coincides with my day shift, would it be possible to change my shift of March 15th to March 24th? Thanks. Regards, Justin",Timetable change,Shift change,83,94,to_who,Timetable change_Shift change
252,"Dear HR department, I need to take my father to the hospital on Thursday March 15th which coincides with my day shift, would it be possible to change my shift of March 15th to March 24th? Thanks. Regards, Justin",Timetable change,Shift change,75,117,description_life_event,Timetable change_Shift change
252,"Dear HR department, I need to take my father to the hospital on Thursday March 15th which coincides with my day shift, would it be possible to change my shift of March 15th to March 24th? Thanks. Regards, Justin",Timetable change,Shift change,333,388,complaint,Timetable change_Shift change
252,"Dear HR department, I need to take my father to the hospital on Thursday March 15th which coincides with my day shift, would it be possible to change my shift of March 15th to March 24th? Thanks. Regards, Justin",Timetable change,Shift change,153,171,to_who,Timetable change_Shift change
253,"Hello, I am looking for accomodation in Turin, Italy for my one month mission there. Could you please recommend me some ressources, as in websites or particular agencies, that our company is used to rely on? Thank you for your help. Best, Alessandro ",Ask information,Accommodation,67,76,location,Ask information_Accommodation
253,"Hello, I am looking for accomodation in Turin, Italy for my one month mission there. Could you please recommend me some ressources, as in websites or particular agencies, that our company is used to rely on? Thank you for your help. Best, Alessandro ",Ask information,Accommodation,80,86,location,Ask information_Accommodation
254,"Dear HR department, Working in the same team for 7 years and a half now, I feel that my career path is limited by my superior, as he does not give me the opportunity to prove my real potential and he usually takes credits for my work. I would like to raise this issue, so could you please refer me to how to do that? Thank you for your help. Best, Thibaut",Complaint,complaint,94,107,date_travel,Complaint_complaint
254,"Dear HR department, Working in the same team for 7 years and a half now, I feel that my career path is limited by my superior, as he does not give me the opportunity to prove my real potential and he usually takes credits for my work. I would like to raise this issue, so could you please refer me to how to do that? Thank you for your help. Best, Thibaut",Complaint,complaint,61,69,location,Complaint_complaint
255,"Dear HR service, I am getting married in 3 months and I would like to request the exceptional 4 days off  dedicatedby law for marriage, starting Monday 23rd of June. Best, Giacinto",Life event,Personal issues,73,79,location,Life event_Personal issues
256,"Dear HR department, my colleagues and I recently came to know that there is a considerable gender pay gap of 29.4% in our company, and I would like to have an explanation of such a high gap, particularly that men and women, in our company are occupying similar positions with comaparble responsabilities and working same amount of hours, which does not justify this number. I am looking forward for your answer. Regards, Hedda",Salary,Gender pay gap,91,104,date_travel,Salary_Gender pay gap
257,"Dear HR department, I would like to request the refund of my plane ticket that I personally purchased for my last mission, that took place April 7th, 2017. It is a two ways tickets from Lyon, Saint-Exupéry Airport to Marrakech, Menara Airport of a total cost of $353.49. Here attached you will finde the invoice of the plane ticket. Thank you for your assistance. Best, Céline",Refund,Refund travel,141,173,reason_of_change,Refund_Refund travel
257,"Dear HR department, I would like to request the refund of my plane ticket that I personally purchased for my last mission, that took place April 7th, 2017. It is a two ways tickets from Lyon, Saint-Exupéry Airport to Marrakech, Menara Airport of a total cost of $353.49. Here attached you will finde the invoice of the plane ticket. Thank you for your assistance. Best, Céline",Refund,Refund travel,80,88,date,Refund_Refund travel
257,"Dear HR department, I would like to request the refund of my plane ticket that I personally purchased for my last mission, that took place April 7th, 2017. It is a two ways tickets from Lyon, Saint-Exupéry Airport to Marrakech, Menara Airport of a total cost of $353.49. Here attached you will finde the invoice of the plane ticket. Thank you for your assistance. Best, Céline",Refund,Refund travel,93,101,date,Refund_Refund travel
258,"To whom it may concern, I am requesting a one day sick leave for tomorrow November 21st, as I have been diagnosed with a health issue that requieres home rest. I am attaching the doctor's justification for the sick leave. Regards, Leslie",Life event,Health issues,89,95,location,Life event_Health issues
258,"To whom it may concern, I am requesting a one day sick leave for tomorrow November 21st, as I have been diagnosed with a health issue that requieres home rest. I am attaching the doctor's justification for the sick leave. Regards, Leslie",Life event,Health issues,147,153,location,Life event_Health issues
258,"To whom it may concern, I am requesting a one day sick leave for tomorrow November 21st, as I have been diagnosed with a health issue that requieres home rest. I am attaching the doctor's justification for the sick leave. Regards, Leslie",Life event,Health issues,127,143,duration,Life event_Health issues
259,"To whom it may concern, Given the high inflation this year, as well as to meet with my growing responsibility, I would like to request a salary raise of  5%. My current salary is $58400 and it would increase to $62300 with the salary raise. Thank you for your thoughtful consideration. Best regards, Cindy",Salary,Salary raise,49,54,date_start_absence,Salary_Salary raise
259,"To whom it may concern, Given the high inflation this year, as well as to meet with my growing responsibility, I would like to request a salary raise of  5%. My current salary is $58400 and it would increase to $62300 with the salary raise. Thank you for your thoughtful consideration. Best regards, Cindy",Salary,Salary raise,26,44,reason,Salary_Salary raise
259,"To whom it may concern, Given the high inflation this year, as well as to meet with my growing responsibility, I would like to request a salary raise of  5%. My current salary is $58400 and it would increase to $62300 with the salary raise. Thank you for your thoughtful consideration. Best regards, Cindy",Salary,Salary raise,16,25,number_of_days,Salary_Salary raise
1,"Dear HR, I'm Virginie Thibault from the administration office and worikng as secretary and administrative assistant. I would like to ask you whether is it possible to have a salary increase of the 9%, so to pass from my current salary of 45400 euros to 49500 euros. Thank you in advance for your comprehension and your kind response. Best regards, VT.",Salary,Salary raise,39,60,reason_of_change,Salary_Salary raise
1,"Dear HR, I'm Virginie Thibault from the administration office and worikng as secretary and administrative assistant. I would like to ask you whether is it possible to have a salary increase of the 9%, so to pass from my current salary of 45400 euros to 49500 euros. Thank you in advance for your comprehension and your kind response. Best regards, VT.",Salary,Salary raise,26,35,date,Salary_Salary raise
1,"Dear HR, I'm Virginie Thibault from the administration office and worikng as secretary and administrative assistant. I would like to ask you whether is it possible to have a salary increase of the 9%, so to pass from my current salary of 45400 euros to 49500 euros. Thank you in advance for your comprehension and your kind response. Best regards, VT.",Salary,Salary raise,38,53,complaint,Salary_Salary raise
1,"Dear HR, I'm Virginie Thibault from the administration office and worikng as secretary and administrative assistant. I would like to ask you whether is it possible to have a salary increase of the 9%, so to pass from my current salary of 45400 euros to 49500 euros. Thank you in advance for your comprehension and your kind response. Best regards, VT.",Salary,Salary raise,10,20,to_who,Salary_Salary raise
2,"Dear Sir./Madam., this email is to make you aware of an unacceptable behavior from a colleague working in my office. In particular, this colleague offended me and discriminated me because of my nationality. I hope you could find a way to solve this situation soon. Thanks in advance for your comprehension. Best, Alexandre",Complaint,complaint,70,72,increase_in_percentage,Complaint_complaint
2,"Dear Sir./Madam., this email is to make you aware of an unacceptable behavior from a colleague working in my office. In particular, this colleague offended me and discriminated me because of my nationality. I hope you could find a way to solve this situation soon. Thanks in advance for your comprehension. Best, Alexandre",Complaint,complaint,36,55,reason_of_change,Complaint_complaint
3,"Dear colleagues, 
I need to request a time off of at least 3 months due to a serious illness of a close family member. I have already talked with my manager about this and I have her full support. 
The sooner I can start this time off the better. Would it be possible to first set the time period to 3 months with the option to extend it if needed? 

Best regards, 
Julien Robin
",Life event,Personal issues,31,35,date,Life event_Personal issues
4,"Dear colleagues, 

there is a personal issue in our team structure that I need to share with you. I work in my current team for about nine years now and my current manager is with us for about seven years. At first, I got to know her as a fair and honourable person. 
But in the past few years, I have witnessed again and again that my manager is favouring a certain colleague in our team. 
My suspicion was first raised when that colleague was promoted to T3 way before her peers even though she does not take more responsibility than average or shows significantly better result. Plus, although it is important for everyone in the team to regularly attend conferences, the favourited colleage gets to attend these conferences at least twice as often as other colleagues in our team. 
There are many other examples that strengthed my suspicion and I do not want to go into details now. 
I am not sure how to address this properly. I have not confronted my manager or my colleague about this. But I definitely do not want to leave this unadressed. Could you please help me / us as a team to address this issue in the right way? 

Kind regards, 
Gerta Wernecke",Complaint,complaint,30,40,location,Complaint_complaint
4,"Dear colleagues, 

there is a personal issue in our team structure that I need to share with you. I work in my current team for about nine years now and my current manager is with us for about seven years. At first, I got to know her as a fair and honourable person. 
But in the past few years, I have witnessed again and again that my manager is favouring a certain colleague in our team. 
My suspicion was first raised when that colleague was promoted to T3 way before her peers even though she does not take more responsibility than average or shows significantly better result. Plus, although it is important for everyone in the team to regularly attend conferences, the favourited colleage gets to attend these conferences at least twice as often as other colleagues in our team. 
There are many other examples that strengthed my suspicion and I do not want to go into details now. 
I am not sure how to address this properly. I have not confronted my manager or my colleague about this. But I definitely do not want to leave this unadressed. Could you please help me / us as a team to address this issue in the right way? 

Kind regards, 
Gerta Wernecke",Complaint,complaint,45,49,date_start_absence,Complaint_complaint
5,"Dear colleagues, 
I want to get a refund for the plane ticket from Nuernberg to London on the 13th Aug 2016. I have created a corresponding report in Concur and submitted it. That was about three weeks ago. But so far, I did not get any notification if the report is accepted. The IO under which I booked is: 29671028356. 
Could you please assist in this issue? 
I added the receipt for the plane ticket as an attachment. 

Best regards, 
Clemens Hoefig",Refund,Refund travel,20,25,number_of_days,Refund_Refund travel
5,"Dear colleagues, 
I want to get a refund for the plane ticket from Nuernberg to London on the 13th Aug 2016. I have created a corresponding report in Concur and submitted it. That was about three weeks ago. But so far, I did not get any notification if the report is accepted. The IO under which I booked is: 29671028356. 
Could you please assist in this issue? 
I added the receipt for the plane ticket as an attachment. 

Best regards, 
Clemens Hoefig",Refund,Refund travel,48,56,location,Refund_Refund travel
5,"Dear colleagues, 
I want to get a refund for the plane ticket from Nuernberg to London on the 13th Aug 2016. I have created a corresponding report in Concur and submitted it. That was about three weeks ago. But so far, I did not get any notification if the report is accepted. The IO under which I booked is: 29671028356. 
Could you please assist in this issue? 
I added the receipt for the plane ticket as an attachment. 

Best regards, 
Clemens Hoefig",Refund,Refund travel,62,74,duration,Refund_Refund travel
6,"Dear all, hereby I request to refund my travel expenses from Cagliari to Munich Airport on June 26, 2020. Please find a scan of my plane ticket in the attachement. Regards Marta Castioni",Refund,Refund travel,40,43,date_start_absence,Refund_Refund travel
6,"Dear all, hereby I request to refund my travel expenses from Cagliari to Munich Airport on June 26, 2020. Please find a scan of my plane ticket in the attachement. Regards Marta Castioni",Refund,Refund travel,33,36,number_of_days,Refund_Refund travel
6,"Dear all, hereby I request to refund my travel expenses from Cagliari to Munich Airport on June 26, 2020. Please find a scan of my plane ticket in the attachement. Regards Marta Castioni",Refund,Refund travel,26,54,complaint,Refund_Refund travel
7,"Hello, I request a change of shift for my working schedule during the period of Sun 2.10. to Fri 7.10. The reason for this is that I have to bring my father to the hospital during that time. Sincerely Ingo Reuter",Timetable change,Shift change,10,18,to_who,Timetable change_Shift change
7,"Hello, I request a change of shift for my working schedule during the period of Sun 2.10. to Fri 7.10. The reason for this is that I have to bring my father to the hospital during that time. Sincerely Ingo Reuter",Timetable change,Shift change,26,54,reason,Timetable change_Shift change
7,"Hello, I request a change of shift for my working schedule during the period of Sun 2.10. to Fri 7.10. The reason for this is that I have to bring my father to the hospital during that time. Sincerely Ingo Reuter",Timetable change,Shift change,42,56,date,Timetable change_Shift change
8,"I would like to inquire about accomodation possibilities during my next business trip to Witten. I would need a hotel room for one entire month in Witten or any close-by location. Your help appreciated, Edward",Ask information,Accommodation,22,56,complaint,Ask information_Accommodation
8,"I would like to inquire about accomodation possibilities during my next business trip to Witten. I would need a hotel room for one entire month in Witten or any close-by location. Your help appreciated, Edward",Ask information,Accommodation,22,56,reason,Ask information_Accommodation
8,"I would like to inquire about accomodation possibilities during my next business trip to Witten. I would need a hotel room for one entire month in Witten or any close-by location. Your help appreciated, Edward",Ask information,Accommodation,52,61,location,Ask information_Accommodation
9,"Dear all, I ask a day off for medical reason the 09/09. Best Annette",Life event,Health issues,123,132,location,Life event_Health issues
9,"Dear all, I ask a day off for medical reason the 09/09. Best Annette",Life event,Health issues,226,234,duration,Life event_Health issues
9,"Dear all, I ask a day off for medical reason the 09/09. Best Annette",Life event,Health issues,116,128,to_who,Life event_Health issues
10,Hi . I kindly ask you to a day off for a medical consultation. Thank you in advance ,Timetable change,Shift change,211,219,location,Timetable change_Shift change
10,Hi . I kindly ask you to a day off for a medical consultation. Thank you in advance ,Timetable change,Shift change,223,231,location,Timetable change_Shift change
11,"Dear all, a collegue close to my desk needed a shower. Please inform him",Complaint,complaint,235,245,date_travel,Complaint_complaint
11,"Dear all, a collegue close to my desk needed a shower. Please inform him",Complaint,complaint,90,125,reason_of_change,Complaint_complaint
12,"Hi, after many years in SAP, I kindly ask you a rasie in salary about 6%. ",Salary,Salary raise,143,163,date,Salary_Salary raise
15,Hi. I ask you for a day of the 30/6 to attend a funeral. Best,Timetable change,Shift change,340,350,salary,Timetable change_Shift change
15,Hi. I ask you for a day of the 30/6 to attend a funeral. Best,Timetable change,Shift change,354,364,salary,Timetable change_Shift change
17,"Dear all, I will soon move to Hildesheim office. Any advise for the accomodation",Ask information,Accommodation,62,80,to_who,Ask information_Accommodation
18,"Dear all, I ask you a day for sick leave the 29/9. Best",Life event,Health issues,83,127,reason,Life event_Health issues
18,"Dear all, I ask you a day for sick leave the 29/9. Best",Life event,Health issues,389,449,complaint,Life event_Health issues
20,"Dear all, Asking advises for an accomodation in Florence from next January.",Ask information,Accommodation,190,195,wage_gap,Ask information_Accommodation
20,"Dear all, Asking advises for an accomodation in Florence from next January.",Ask information,Accommodation,86,97,date_start_absence,Ask information_Accommodation
21,"Dear all, I ask you a sick leave day on 6/3. Best ",Life event,Health issues,59,82,reason,Life event_Health issues
21,"Dear all, I ask you a sick leave day on 6/3. Best ",Life event,Health issues,124,129,number_of_days,Life event_Health issues
22,"dear all, Ssu Nhat always discriminate me about my age.",Complaint,complaint,78,83,wage_gap,Complaint_complaint
22,"dear all, Ssu Nhat always discriminate me about my age.",Complaint,complaint,42,53,location,Complaint_complaint
22,"dear all, Ssu Nhat always discriminate me about my age.",Complaint,complaint,56,62,location,Complaint_complaint
23,"Dear all, I will not be in the office the 6 of september",Timetable change,Shift change,83,93,duration,Timetable change_Shift change
26,Dear all Stephan Roux says stupid things about my gender. ,Complaint,complaint,45,52,date,Complaint_complaint
26,Dear all Stephan Roux says stupid things about my gender. ,Complaint,complaint,156,163,date,Complaint_complaint
29,"Dear colleagues, I am re-locating to our offices in Salamanca. I am new to the country and do not have any knowledge about Salamanca either. I was wonodering whether our company provide an access to a temporary accoomodation (6 months) which I can rent while looking for my new permanenent home. 
Thank you in advance for your help,
Herminia",Ask information,Accommodation,61,79,date_start_absence,Ask information_Accommodation
29,"Dear colleagues, I am re-locating to our offices in Salamanca. I am new to the country and do not have any knowledge about Salamanca either. I was wonodering whether our company provide an access to a temporary accoomodation (6 months) which I can rent while looking for my new permanenent home. 
Thank you in advance for your help,
Herminia",Ask information,Accommodation,24,60,reason,Ask information_Accommodation
29,"Dear colleagues, I am re-locating to our offices in Salamanca. I am new to the country and do not have any knowledge about Salamanca either. I was wonodering whether our company provide an access to a temporary accoomodation (6 months) which I can rent while looking for my new permanenent home. 
Thank you in advance for your help,
Herminia",Ask information,Accommodation,77,83,location,Ask information_Accommodation
30,"Dear colleagues, In accordance with SAP business ethics guide, I would like to
 report to you my concerns regarding my colleague John Smith (I-numner I1233455) . 
John and I are working together on a contract with a new customer.  The customer has invited John several times to an expensive restaurant and proposed us gifts. According to our business conduct policy, I have refused the gifts, but I think John has acceopted them.
In our last proposal for the customer John has suggested a very large discount for the customer which I find  not justified .
John is a good colleague and a reliable employee. I do nto want to cause him an unnesssary harm, but I think his judgement might be misguided in this case and I would like ot ask you to check the contract proposal . Kind regards, Korbinian",Complaint,complaint,87,94,location,Complaint_complaint
31,"Dear colleagues,
Due to the air traffic controller strike and cancaellation of my original return
 flight from the business trip, I was obliged to purchased a new plane ticket 
with my personal credit card from Tenerife to Hannover on 19.12,2013.
The cost of hte flight was 455 euro incl VAT and you can find the receipt attached.
I would like to request a refund for the ticket.
Thanks,
Quique",Refund,Refund travel,111,121,date_travel,Refund_Refund travel
31,"Dear colleagues,
Due to the air traffic controller strike and cancaellation of my original return
 flight from the business trip, I was obliged to purchased a new plane ticket 
with my personal credit card from Tenerife to Hannover on 19.12,2013.
The cost of hte flight was 455 euro incl VAT and you can find the receipt attached.
I would like to request a refund for the ticket.
Thanks,
Quique",Refund,Refund travel,99,121,complaint,Refund_Refund travel
31,"Dear colleagues,
Due to the air traffic controller strike and cancaellation of my original return
 flight from the business trip, I was obliged to purchased a new plane ticket 
with my personal credit card from Tenerife to Hannover on 19.12,2013.
The cost of hte flight was 455 euro incl VAT and you can find the receipt attached.
I would like to request a refund for the ticket.
Thanks,
Quique",Refund,Refund travel,138,156,to_who,Refund_Refund travel
32,"Dear colleagues,
I am a sole caregiver to my father, who is seriously ill since 3 years. 
I have to bring him to the hospital for his exams on Wednesday 30.06.2022. I have a shift scheduled for that day and I would like to request a change for 10.07, which is Saturday.
Ii hope you cna accomodate my request,
Sincerely yours,
Natalia",Timetable change,Shift change,16,25,location,Timetable change_Shift change
32,"Dear colleagues,
I am a sole caregiver to my father, who is seriously ill since 3 years. 
I have to bring him to the hospital for his exams on Wednesday 30.06.2022. I have a shift scheduled for that day and I would like to request a change for 10.07, which is Saturday.
Ii hope you cna accomodate my request,
Sincerely yours,
Natalia",Timetable change,Shift change,31,55,reason_of_change,Timetable change_Shift change
32,"Dear colleagues,
I am a sole caregiver to my father, who is seriously ill since 3 years. 
I have to bring him to the hospital for his exams on Wednesday 30.06.2022. I have a shift scheduled for that day and I would like to request a change for 10.07, which is Saturday.
Ii hope you cna accomodate my request,
Sincerely yours,
Natalia",Timetable change,Shift change,73,83,date_start_absence,Timetable change_Shift change
33,"Dear colleagues,
One of my direct reports, John Doe, has been promotelast year d to a first line supervisor of production. John has showed himself exceptionally dedicated to the new role and has increased the productivity of his team by 5%.
Considering his exceptional engagement I woudl like to request a 7% raise to his salary (i.e. from 67100 euro to 71800 euro) , starting form the next month. 
This was agreed with my upper management, please assist with teh implementation of the increase in the system.
Sincerely,
Gerard",Salary,Salary raise,85,109,reason,Salary_Salary raise
33,"Dear colleagues,
One of my direct reports, John Doe, has been promotelast year d to a first line supervisor of production. John has showed himself exceptionally dedicated to the new role and has increased the productivity of his team by 5%.
Considering his exceptional engagement I woudl like to request a 7% raise to his salary (i.e. from 67100 euro to 71800 euro) , starting form the next month. 
This was agreed with my upper management, please assist with teh implementation of the increase in the system.
Sincerely,
Gerard",Salary,Salary raise,48,53,number_of_days,Salary_Salary raise
33,"Dear colleagues,
One of my direct reports, John Doe, has been promotelast year d to a first line supervisor of production. John has showed himself exceptionally dedicated to the new role and has increased the productivity of his team by 5%.
Considering his exceptional engagement I woudl like to request a 7% raise to his salary (i.e. from 67100 euro to 71800 euro) , starting form the next month. 
This was agreed with my upper management, please assist with teh implementation of the increase in the system.
Sincerely,
Gerard",Salary,Salary raise,82,93,date_start_absence,Salary_Salary raise
34,"Dear colleagues,
I would like to bring to your attention that my direct manager is not treating 
employees in his team equally and reserves a special favorite treatment to Ann 
Smith.
The team cohesion and working atmosphere suffer greatly because of this special
relationship and I would ask you to take immediate measures with regard to my manager's behaviour.
Kind regards,
Andrea",Complaint,complaint,95,112,reason,Complaint_complaint
34,"Dear colleagues,
I would like to bring to your attention that my direct manager is not treating 
employees in his team equally and reserves a special favorite treatment to Ann 
Smith.
The team cohesion and working atmosphere suffer greatly because of this special
relationship and I would ask you to take immediate measures with regard to my manager's behaviour.
Kind regards,
Andrea",Complaint,complaint,58,63,number_of_days,Complaint_complaint
34,"Dear colleagues,
I would like to bring to your attention that my direct manager is not treating 
employees in his team equally and reserves a special favorite treatment to Ann 
Smith.
The team cohesion and working atmosphere suffer greatly because of this special
relationship and I would ask you to take immediate measures with regard to my manager's behaviour.
Kind regards,
Andrea",Complaint,complaint,108,116,location,Complaint_complaint
35,"Dear colleagues,
I would like to reach out to you to signal an inappropriate behaviour of my 
colleagues Peter Brown. As you know I have a recognised disability. I value 
greatly the diversity and inclusion policy which exists in our company. Until
Peter has joined our team I had never encountered a discrimination because
of my difference. However, Peter on several occasions has made a diminishing
remarks towards me with regard to my disability, or behaved himself in such a
 way as to exclude me from the team acivity .  Even after the team colleagus and 
the manager has remarked several times that his behaviour is inappropriate, 
he continued to discriminate against me.
I request you take an appropriate action with regard to Peter, so that I can 
continue to work in decent and acceptable environement, Sincerely yours,
Anne",Complaint,complaint,83,90,duration,Complaint_complaint
